Date,Close,High,Low,Open,Volume,daily_return,gap_pct,intraday_return,overnight_return,prev_day_return,prev_day_direction,weekday,weekday_name,prev_weekday_name,day_transition,gap_direction,gap_bucket,ma50,trend_regime,volatility_20,vol_median,vol_regime,btst_return
2011-02-16,5481.7001953125,5504.7998046875,5460.35009765625,5467.60009765625,0.0,0.012774955528183085,-0.24447915241288085,0.25788458198130054,-0.24447915241288085,0.4582111436950198,UP,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_DOWN,FLAT,5755.077978515625,DOWNTREND,1.292441278781958,0.9887463693584662,HIGH_VOL,0.3648503071565708
2011-02-17,5546.4501953125,5553.0,5463.39990234375,5501.7001953125,0.0,1.1812028694194066,0.3648503071565708,0.813384924866088,0.3648503071565708,0.012774955528183085,UP,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_UP,SMALL_UP,5746.475986328125,DOWNTREND,1.325416020891734,0.9887463693584662,HIGH_VOL,0.20012095996788487
2011-02-18,5458.9501953125,5599.25,5441.9501953125,5557.5498046875,0.0,-1.5775856073484529,0.20012095996788487,-1.7741561090795162,0.20012095996788487,1.1812028694194066,UP,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,FLAT,5737.580986328125,DOWNTREND,1.3588300892310632,0.9887463693584662,HIGH_VOL,-0.04305035899151426
2011-02-21,5518.60009765625,5526.25,5413.10009765625,5456.60009765625,0.0,1.0926991492791194,-0.04305035899151426,1.1362386630940866,-0.04305035899151426,-1.5775856073484529,DOWN,0,Monday,Friday,Friday_to_Monday,GAP_DOWN,FLAT,5732.62298828125,DOWNTREND,1.389878749243747,0.9887463693584662,HIGH_VOL,-0.2573151716235214
2011-02-22,5469.2001953125,5519.4501953125,5437.2998046875,5504.39990234375,0.0,-0.895152782763331,-0.2573151716235214,-0.6394830981713758,-0.2573151716235214,1.0926991492791194,UP,1,Tuesday,Monday,Monday_to_Tuesday,GAP_DOWN,SMALL_DOWN,5724.859990234375,DOWNTREND,1.3797704889678464,0.9887463693584662,HIGH_VOL,-0.30626050248363484
2011-02-23,5437.35009765625,5495.2001953125,5427.5498046875,5452.4501953125,0.0,-0.5823538455137944,-0.30626050248363484,-0.27694150547641194,-0.30626050248363484,-0.895152782763331,DOWN,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_DOWN,SMALL_DOWN,5715.453994140625,DOWNTREND,1.3715318169401538,0.9887463693584662,HIGH_VOL,-0.5259933081847712
2011-02-24,5262.7001953125,5423.39990234375,5242.5,5408.75,0.0,-3.2120407773454263,-0.5259933081847712,-2.7002506066558816,-0.5259933081847712,-0.5823538455137944,DOWN,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_DOWN,SMALL_DOWN,5701.82599609375,DOWNTREND,1.5046385662815152,0.9887463693584662,HIGH_VOL,1.1087389972731514
2011-02-25,5303.5498046875,5338.2001953125,5232.75,5321.0498046875,0.0,0.7762100795972504,1.1087389972731514,-0.32888246948156047,1.1087389972731514,-3.2120407773454263,DOWN,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,LARGE_UP,5690.05099609375,DOWNTREND,1.4883482109567725,0.9887463693584662,HIGH_VOL,0.5015527078248556
2011-02-28,5333.25,5477.0,5308.60009765625,5330.14990234375,0.0,0.5600059659334189,0.5015527078248556,0.05816154729319787,0.5015527078248556,0.7762100795972504,UP,0,Monday,Friday,Friday_to_Monday,GAP_UP,SMALL_UP,5677.74099609375,DOWNTREND,1.4975739990187358,0.9887463693584662,HIGH_VOL,0.9140767824497258
2011-03-01,5522.2998046875,5533.0498046875,5373.5498046875,5382.0,0.0,3.544739224441007,0.9140767824497258,2.6068339778428093,0.9140767824497258,0.5600059659334189,UP,1,Tuesday,Monday,Monday_to_Tuesday,GAP_UP,SMALL_UP,5669.24599609375,DOWNTREND,1.6667607765404713,0.9887463693584662,HIGH_VOL,-0.7940461569612552
2011-03-03,5536.2001953125,5570.75,5468.25,5478.4501953125,0.0,0.25171379889952217,-0.7940461569612552,1.0541302364930205,-0.7940461569612552,3.544739224441007,UP,3,Thursday,Tuesday,Tuesday_to_Thursday,GAP_DOWN,SMALL_DOWN,5659.957001953125,DOWNTREND,1.6666564948096791,0.9887463693584662,HIGH_VOL,0.9031465307619293
2011-03-04,5538.75,5608.2001953125,5524.10009765625,5586.2001953125,0.0,0.04605694515271708,0.9031465307619293,-0.8494180955476044,0.9031465307619293,0.25171379889952217,UP,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,SMALL_UP,5651.04400390625,DOWNTREND,1.621566534827901,0.9887463693584662,HIGH_VOL,-0.8792632870683819
2011-03-07,5463.14990234375,5491.25,5408.4501953125,5490.0498046875,0.0,-1.3649306730986188,-0.8792632870683819,-0.48997556125597247,-0.8792632870683819,0.04605694515271708,UP,0,Monday,Friday,Friday_to_Monday,GAP_DOWN,SMALL_DOWN,5640.707001953125,DOWNTREND,1.5577890590722354,0.9887463693584662,HIGH_VOL,0.05400172730450494
2011-03-08,5520.7998046875,5530.5498046875,5464.75,5466.10009765625,0.0,1.0552502379445494,0.05400172730450494,1.0007081109748448,0.05400172730450494,-1.3649306730986188,DOWN,1,Tuesday,Monday,Monday_to_Tuesday,GAP_UP,FLAT,5630.89099609375,DOWNTREND,1.57298169648911,0.9887463693584662,HIGH_VOL,0.39124942798886103
2011-03-09,5531.0,5563.2998046875,5477.4501953125,5542.39990234375,0.0,0.18475937678159582,0.39124942798886103,-0.20568530861385967,0.39124942798886103,1.0552502379445494,UP,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_UP,SMALL_UP,5621.548994140625,DOWNTREND,1.522930529702407,0.995699966328117,HIGH_VOL,-0.2693889413080817
2011-03-10,5494.39990234375,5516.2998046875,5468.4501953125,5516.10009765625,0.0,-0.6617265893373747,-0.2693889413080817,-0.3933974171665277,-0.2693889413080817,0.18475937678159582,UP,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_DOWN,SMALL_DOWN,5611.5169921875,DOWNTREND,1.5056129302127257,1.0004505168501283,HIGH_VOL,-0.6961633787100875
2011-03-11,5445.4501953125,5502.7001953125,5411.5498046875,5456.14990234375,0.0,-0.8909017891174931,-0.6961633787100875,-0.19610361193804116,-0.6961633787100875,-0.6617265893373747,DOWN,4,Friday,Thursday,Thursday_to_Friday,GAP_DOWN,SMALL_DOWN,5599.218994140625,DOWNTREND,1.5174286413710185,1.006751023527837,HIGH_VOL,-0.1643609801115144
2011-03-14,5531.5,5537.2998046875,5434.25,5436.5,0.0,1.5802147040399506,-0.1643609801115144,1.7474478064931482,-0.1643609801115144,-0.8909017891174931,DOWN,0,Monday,Friday,Friday_to_Monday,GAP_DOWN,FLAT,5587.8119921875,DOWNTREND,1.5159433932172948,1.0180066213724732,HIGH_VOL,-2.015728102684624
2011-03-15,5449.64990234375,5497.85009765625,5373.64990234375,5420.0,0.0,-1.4797088973379724,-2.015728102684624,0.5470461687038746,-2.015728102684624,1.5802147040399506,UP,1,Tuesday,Monday,Monday_to_Tuesday,GAP_DOWN,LARGE_DOWN,5574.114990234375,DOWNTREND,1.4367571207374061,1.0337649335176344,HIGH_VOL,0.4826051845539461
2011-03-16,5511.14990234375,5535.10009765625,5475.9501953125,5475.9501953125,0.0,1.1285128604967998,0.4826051845539461,0.6428054634496403,0.4826051845539461,-1.4797088973379724,DOWN,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_UP,SMALL_UP,5561.185986328125,DOWNTREND,1.4556051979161682,1.0412709173789545,HIGH_VOL,-1.0115856216556725
2011-03-17,5446.64990234375,5510.0498046875,5435.2998046875,5455.39990234375,0.0,-1.1703546654132868,-1.0115856216556725,-0.16039154153008697,-1.0115856216556725,1.1285128604967998,UP,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_DOWN,LARGE_DOWN,5547.191982421875,DOWNTREND,1.4804911040881334,1.0506621081511616,HIGH_VOL,0.5269329923362618
2011-03-18,5373.7001953125,5483.0498046875,5366.39990234375,5475.35009765625,0.0,-1.3393500287187332,0.5269329923362618,-1.8565005073787288,0.5269329923362618,-1.1703546654132868,DOWN,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,SMALL_UP,5533.069990234375,DOWNTREND,1.4799883510344896,1.0596703621074384,HIGH_VOL,0.6522471186255252
2011-03-21,5364.75,5413.2998046875,5348.2001953125,5408.75,0.0,-0.16655553877581442,0.6522471186255252,-0.8134966489484632,0.6522471186255252,-1.3393500287187332,DOWN,0,Monday,Friday,Friday_to_Monday,GAP_UP,SMALL_UP,5519.399990234375,DOWNTREND,1.4413657495334025,1.062679801791286,HIGH_VOL,0.4865109773288597
2011-03-22,5413.85009765625,5428.14990234375,5376.14990234375,5390.85009765625,0.0,0.9152355218090324,0.4865109773288597,0.4266488509854797,0.4865109773288597,-0.16655553877581442,DOWN,1,Tuesday,Monday,Monday_to_Tuesday,GAP_UP,SMALL_UP,5509.584990234375,DOWNTREND,1.434314032250322,1.065092038170902,HIGH_VOL,-0.045257908296366244
2011-03-23,5480.25,5484.9501953125,5401.9501953125,5411.39990234375,0.0,1.2264820995412373,-0.045257908296366244,1.2723158313698106,-0.045257908296366244,0.9152355218090324,UP,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_DOWN,FLAT,5503.93298828125,DOWNTREND,1.4496963817280506,1.0655509029988235,HIGH_VOL,0.39322667191277766
2011-03-24,5522.39990234375,5529.0,5496.10009765625,5501.7998046875,0.0,0.769123714132558,0.39322667191277766,0.3744247044157958,0.39322667191277766,1.2264820995412373,UP,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_UP,SMALL_UP,5499.298984375,UPTREND,1.451634903563749,1.072109410392427,HIGH_VOL,1.1996595895180098
2011-03-25,5654.25,5667.10009765625,5560.9501953125,5588.64990234375,0.0,2.3875507023729314,1.1996595895180098,1.1738093958746432,1.1996595895180098,0.769123714132558,UP,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,LARGE_UP,5495.118984375,UPTREND,1.3153265518002506,1.0791968137334647,HIGH_VOL,-0.15917230401910068
2011-03-28,5687.25,5709.10009765625,5643.2001953125,5645.25,0.0,0.5836317814033709,-0.15917230401910068,0.7439883087551481,-0.15917230401910068,2.3875507023729314,UP,0,Monday,Friday,Friday_to_Monday,GAP_DOWN,FLAT,5493.825986328125,UPTREND,1.3128806080961954,1.0805300230162471,HIGH_VOL,-0.013187392852433073
2011-03-29,5736.35009765625,5770.35009765625,5680.7001953125,5686.5,0.0,0.8633363691810558,-0.013187392852433073,0.8766393679108414,-0.013187392852433073,0.5836317814033709,UP,1,Tuesday,Monday,Monday_to_Tuesday,GAP_DOWN,FLAT,5495.4619921875,UPTREND,1.3170824999415798,1.0829601057234837,HIGH_VOL,0.3390606692432656
2011-03-30,5787.64990234375,5803.14990234375,5753.89990234375,5755.7998046875,0.0,0.894293476063468,0.3390606692432656,0.5533565922551964,0.3390606692432656,0.8633363691810558,UP,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_UP,SMALL_UP,5498.119990234375,UPTREND,1.0959449198999816,1.088486131557294,HIGH_VOL,0.2660821335705482
2011-03-31,5833.75,5872.0,5778.64990234375,5803.0498046875,0.0,0.796525332978093,0.2660821335705482,0.5290355303809638,0.2660821335705482,0.894293476063468,UP,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_UP,SMALL_UP,5500.313994140625,UPTREND,1.1029831332365976,1.0929584279052666,HIGH_VOL,0.021427040925648167
2011-04-01,5826.0498046875,5860.2001953125,5810.39990234375,5835.0,0.0,-0.13199392007713362,0.021427040925648167,-0.15338809447300772,0.021427040925648167,0.796525332978093,UP,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,FLAT,5503.013994140625,UPTREND,1.1055831961790137,1.0948355178435634,HIGH_VOL,0.27377375489764705
2011-04-04,5908.4501953125,5918.7001953125,5833.2001953125,5842.0,0.0,1.41434408196619,0.27377375489764705,1.1374562703269429,0.27377375489764705,-0.13199392007713362,DOWN,0,Monday,Friday,Friday_to_Monday,GAP_UP,SMALL_UP,5506.95099609375,UPTREND,1.064637051609451,1.0948355178435634,LOW_VOL,0.2606419929877313
2011-04-05,5910.0498046875,5928.64990234375,5855.85009765625,5923.85009765625,0.0,0.027073248011277862,0.2606419929877313,-0.23296154935132535,0.2606419929877313,1.41434408196619,UP,1,Tuesday,Monday,Monday_to_Tuesday,GAP_UP,SMALL_UP,5511.2219921875,UPTREND,1.0560154379259727,1.0948355178435634,LOW_VOL,-0.034683374171808445
2011-04-06,5891.75,5944.4501953125,5868.7998046875,5908.0,0.0,-0.3096387558863878,-0.034683374171808445,-0.275050778605281,-0.034683374171808445,0.027073248011277862,UP,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_DOWN,FLAT,5514.1919921875,UPTREND,1.0657432389552377,1.0948355178435634,LOW_VOL,-0.0543165496244749
2011-04-07,5885.7001953125,5906.10009765625,5866.25,5888.5498046875,0.0,-0.1026826441634543,-0.0543165496244749,-0.04839237960985924,-0.0543165496244749,-0.3096387558863878,DOWN,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_DOWN,FLAT,5518.157998046875,UPTREND,1.0457330240497429,1.0948355178435634,LOW_VOL,0.017836530109639075
2011-04-08,5842.0,5926.9501953125,5822.0,5886.75,0.0,-0.7424808240709235,0.017836530109639075,-0.7601817641313119,0.017836530109639075,-0.1026826441634543,DOWN,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,FLAT,5522.912001953125,UPTREND,1.0369550927491953,1.0948355178435634,LOW_VOL,-0.627351974388052
2011-04-11,5785.7001953125,5830.2998046875,5777.89990234375,5805.35009765625,0.0,-0.9637077146097184,-0.627351974388052,-0.3384791961415575,-0.627351974388052,-0.7424808240709235,DOWN,0,Monday,Friday,Friday_to_Monday,GAP_DOWN,SMALL_DOWN,5528.3830078125,UPTREND,1.0350587143156122,1.0948355178435634,LOW_VOL,-0.6524707248153744
2011-04-13,5911.5,5923.60009765625,5735.5498046875,5747.9501953125,0.0,2.17432290718107,-0.6524707248153744,2.845358764953743,-0.6524707248153744,-0.9637077146097184,DOWN,2,Wednesday,Monday,Monday_to_Wednesday,GAP_DOWN,SMALL_DOWN,5536.495009765625,UPTREND,1.0398736478393016,1.0948355178435634,LOW_VOL,-0.21568129916264908
2011-04-15,5824.5498046875,5907.35009765625,5806.4501953125,5898.75,0.0,-1.4708651833291064,-0.21568129916264908,-1.2578969326128417,-0.21568129916264908,2.17432290718107,UP,4,Friday,Wednesday,Wednesday_to_Friday,GAP_DOWN,FLAT,5544.642001953125,UPTREND,1.106033976953617,1.0961592648108418,HIGH_VOL,-0.003428711882406416
2011-04-18,5729.10009765625,5897.89990234375,5722.25,5824.35009765625,0.0,-1.6387482334588976,-0.003428711882406416,-1.6353755938937997,-0.003428711882406416,-1.4708651833291064,DOWN,0,Monday,Friday,Friday_to_Monday,GAP_DOWN,FLAT,5550.58400390625,UPTREND,1.142770212507988,1.0969164933993625,HIGH_VOL,-0.22865890686059395
2011-04-19,5740.75,5762.9501953125,5693.25,5716.0,0.0,0.2033461127431746,-0.22865890686059395,0.43299510146955916,-0.22865890686059395,-1.6387482334588976,DOWN,1,Tuesday,Monday,Monday_to_Tuesday,GAP_DOWN,FLAT,5554.86400390625,UPTREND,1.0794984398439214,1.0969164933993625,LOW_VOL,0.7890920992466142
2011-04-20,5851.64990234375,5857.35009765625,5759.64990234375,5786.0498046875,0.0,1.9318016346949518,0.7890920992466142,1.1337631003989088,0.7890920992466142,0.2033461127431746,UP,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_UP,SMALL_UP,5563.982001953125,UPTREND,1.1288812201962417,1.0977351798984212,HIGH_VOL,0.5331862950311407
2011-04-21,5884.7001953125,5912.89990234375,5864.35009765625,5882.85009765625,0.0,0.5648029789942166,0.5331862950311407,0.031449002193462076,0.5331862950311407,1.9318016346949518,UP,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_UP,SMALL_UP,5573.756005859375,UPTREND,1.123847119598428,1.0981860107050254,HIGH_VOL,-0.426531459941556
2011-04-25,5874.5,5906.60009765625,5857.0,5859.60009765625,0.0,-0.17333415422973175,-0.426531459941556,0.25428189800375167,-0.426531459941556,0.5648029789942166,UP,0,Monday,Thursday,Thursday_to_Monday,GAP_DOWN,SMALL_DOWN,5584.995009765625,UPTREND,1.114780681233627,1.1006720859634143,HIGH_VOL,0.040005066920588986
2011-04-26,5868.39990234375,5893.2001953125,5791.5498046875,5876.85009765625,0.0,-0.10384028693931624,0.040005066920588986,-0.14378783144171103,0.040005066920588986,-0.17333415422973175,DOWN,1,Tuesday,Monday,Monday_to_Tuesday,GAP_UP,FLAT,5597.29201171875,UPTREND,1.1147546839420475,1.1042831647078057,HIGH_VOL,0.269243630830946
2011-04-27,5833.89990234375,5892.35009765625,5819.9501953125,5884.2001953125,0.0,-0.587894495503305,0.269243630830946,-0.8548365334140138,0.269243630830946,-0.10384028693931624,DOWN,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_UP,SMALL_UP,5609.454013671875,UPTREND,1.0172027665337,1.1042831647078057,LOW_VOL,0.29911715326979543
2011-04-28,5785.4501953125,5856.39990234375,5776.9501953125,5851.35009765625,0.0,-0.830485744395193,0.29911715326979543,-1.1262341381717378,0.29911715326979543,-0.587894495503305,DOWN,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_UP,SMALL_UP,5618.963017578125,UPTREND,1.035296560153756,1.1042831647078057,LOW_VOL,-0.050993357697389115
2011-04-29,5749.5,5804.2998046875,5706.0498046875,5782.5,0.0,-0.6213897639569588,-0.050993357697389115,-0.5706874189364461,-0.050993357697389115,-0.830485744395193,DOWN,4,Friday,Thursday,Thursday_to_Friday,GAP_DOWN,FLAT,5624.833017578125,UPTREND,1.0301980017149515,1.1042831647078057,LOW_VOL,0.30263331322288894
2011-05-02,5701.2998046875,5775.25,5687.7001953125,5766.89990234375,0.0,-0.8383371651882743,0.30263331322288894,-1.137527939917757,0.30263331322288894,-0.6213897639569588,DOWN,0,Monday,Friday,Friday_to_Monday,GAP_UP,SMALL_UP,5629.239013671875,UPTREND,1.0253338261327853,1.1042831647078057,LOW_VOL,-0.2034555236941412
2011-05-03,5565.25,5710.7998046875,5554.85009765625,5689.7001953125,0.0,-2.386294517885945,-0.2034555236941412,-2.1872891547964017,-0.2034555236941412,-0.8383371651882743,DOWN,1,Tuesday,Monday,Monday_to_Tuesday,GAP_DOWN,FLAT,5630.910009765625,DOWNTREND,1.125814412001888,1.1058085865663152,HIGH_VOL,0.04402668905260321
2011-05-04,5537.14990234375,5578.7998046875,5503.0,5567.7001953125,0.0,-0.5049206712411825,0.04402668905260321,-0.548705783304758,0.04402668905260321,-2.386294517885945,DOWN,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_UP,FLAT,5630.72400390625,DOWNTREND,1.1272053982560213,1.1093726051765476,HIGH_VOL,-0.10022854330078536
2011-05-05,5459.85009765625,5560.2998046875,5443.64990234375,5531.60009765625,0.0,-1.39602152823749,-0.10022854330078536,-1.2970930423983582,-0.10022854330078536,-0.5049206712411825,DOWN,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_DOWN,FLAT,5630.742001953125,DOWNTREND,1.083396388629039,1.1093726051765476,LOW_VOL,0.32601269941716754
2011-05-06,5551.4501953125,5564.39990234375,5472.4501953125,5477.64990234375,0.0,1.6777035269809115,0.32601269941716754,1.3472984634737735,0.32601269941716754,-1.39602152823749,DOWN,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,SMALL_UP,5631.39900390625,DOWNTREND,1.1756601154769704,1.113732958670763,HIGH_VOL,0.4278161410878527
2011-05-09,5551.10009765625,5586.0498046875,5502.39990234375,5575.2001953125,0.0,-0.006306418033719119,0.4278161410878527,-0.43227322449358513,0.4278161410878527,1.6777035269809115,UP,0,Monday,Friday,Friday_to_Monday,GAP_UP,SMALL_UP,5633.037001953125,DOWNTREND,1.1775648245238088,1.1147676825878372,HIGH_VOL,0.08015901268162552
2011-05-10,5541.25,5592.89990234375,5514.5498046875,5555.5498046875,0.0,-0.17744406483336528,0.08015901268162552,-0.25739675082085534,0.08015901268162552,-0.006306418033719119,DOWN,1,Tuesday,Monday,Monday_to_Tuesday,GAP_UP,FLAT,5635.115,DOWNTREND,1.1770548965602325,1.1147676825878372,HIGH_VOL,0.10738001917437402
2011-05-11,5565.0498046875,5574.7001953125,5525.0,5547.2001953125,0.0,0.42950245319197666,0.10738001917437402,0.3217769099100352,0.10738001917437402,-0.17744406483336528,DOWN,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_UP,FLAT,5641.1619921875,DOWNTREND,1.1827384109185888,1.1147676825878372,HIGH_VOL,-0.4896631828352558
2011-05-12,5486.14990234375,5572.5,5476.2998046875,5537.7998046875,0.0,-1.4177753140195093,-0.4896631828352558,-0.9326791174363268,-0.4896631828352558,0.42950245319197666,UP,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_DOWN,SMALL_DOWN,5644.813994140625,DOWNTREND,1.201651147689895,1.1147676825878372,HIGH_VOL,0.11301541924421718
2011-05-13,5544.75,5605.0,5472.14990234375,5492.35009765625,0.0,1.0681461261424108,0.11301541924421718,0.9540524804875531,0.11301541924421718,-1.4177753140195093,DOWN,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,FLAT,5649.043994140625,DOWNTREND,1.1053764424185362,1.113732958670763,LOW_VOL,-0.05500346611659678
2011-05-16,5499.0,5541.7998046875,5487.64990234375,5541.7001953125,0.0,-0.825104828892198,-0.05500346611659678,-0.7705251783309817,-0.05500346611659678,1.0681461261424108,UP,0,Monday,Friday,Friday_to_Monday,GAP_DOWN,FLAT,5648.577998046875,DOWNTREND,1.0789180505236935,1.1093726051765476,LOW_VOL,-0.05273508535642844
2011-05-17,5438.9501953125,5523.85009765625,5421.0498046875,5496.10009765625,0.0,-1.0920131785324583,-0.05273508535642844,-1.0398264465401736,-0.05273508535642844,-0.825104828892198,DOWN,1,Tuesday,Monday,Monday_to_Tuesday,GAP_DOWN,FLAT,5646.632998046875,DOWNTREND,1.0492409226608006,1.1058085865663152,LOW_VOL,0.17006958453070617
2011-05-18,5420.60009765625,5460.5,5401.25,5448.2001953125,0.0,-0.337383079405007,0.17006958453070617,-0.5065911065455425,0.17006958453070617,-1.0920131785324583,DOWN,2,Wednesday,Tuesday,Tuesday_to_Wednesday,GAP_UP,FLAT,5644.27,DOWNTREND,1.0437804467832625,1.105479819298775,LOW_VOL,0.5082427072864486
2011-05-19,5428.10009765625,5452.60009765625,5411.25,5448.14990234375,0.0,0.1383610645478761,0.5082427072864486,-0.3680112523863328,0.5082427072864486,-0.337383079405007,DOWN,3,Thursday,Wednesday,Wednesday_to_Thursday,GAP_UP,SMALL_UP,5643.56900390625,DOWNTREND,0.9124127750067391,1.104179787827567,LOW_VOL,0.415427208080348
2011-05-20,5486.35009765625,5517.5498046875,5432.75,5450.64990234375,0.0,1.0731194884403772,0.415427208080348,0.6549713511621634,0.415427208080348,0.1383610645478761,UP,4,Friday,Thursday,Thursday_to_Friday,GAP_UP,SMALL_UP,5642.880009765625,DOWNTREND,0.9463025120759918,1.1006720859634143,LOW_VOL,-0.5404303738548573
2011-05-23,5386.5498046875,5456.7001953125,5373.0,5456.7001953125,0.0,-1.8190653383819644,-0.5404303738548573,-1.2855826436142064,-0.5404303738548573,1.0731194884403772,UP,0,Monday,Friday,Friday_to_Monday,GAP_DOWN,SMALL_DOWN,5639.991005859375,DOWNTREND,1.0005348773307592,1.0981860107050254,LOW_VOL,-0.026913461934175965
